"Notes","Year","Year Code","Race","Race Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2008","2008","Black or African American","2054-5","Male","M","5-9 years","5-9",18,81256,Unreliable
,"2008","2008","Black or African American","2054-5","Male","M","10-14 years","10-14",19,96666,Unreliable
,"2008","2008","Black or African American","2054-5","Male","M","15-19 years","15-19",141,109493,128.8
,"2008","2008","Black or African American","2054-5","Male","M","20-24 years","20-24",212,94003,225.5
,"2008","2008","Black or African American","2054-5","Male","M","25-29 years","25-29",191,82802,230.7
,"2008","2008","Black or African American","2054-5","Male","M","30-34 years","30-34",189,74513,253.6
,"2008","2008","Black or African American","2054-5","Male","M","35-39 years","35-39",223,81224,274.5
,"2008","2008","Black or African American","2054-5","Male","M","40-44 years","40-44",347,87395,397.0
,"2008","2008","Black or African American","2054-5","Male","M","45-49 years","45-49",516,91854,561.8
,"2008","2008","Black or African American","2054-5","Male","M","50-54 years","50-54",739,81346,908.5
,"2008","2008","Black or African American","2054-5","Male","M","55-59 years","55-59",925,62984,1468.6
,"2008","2008","Black or African American","2054-5","Male","M","60-64 years ","60-64",865,44410,1947.8
,"2008","2008","Black or African American","2054-5","Male","M","65-69 years","65-69",905,31951,2832.5
,"2008","2008","Black or African American","2054-5","Male","M","70-74 years","70-74",943,25061,3762.8
,"2008","2008","Black or African American","2054-5","Male","M","75-79 years","75-79",875,16112,5430.7
,"2008","2008","Black or African American","2054-5","Male","M","80-84 years","80-84",898,9700,9257.7
,"2008","2008","Black or African American","2054-5","Male","M","85-89 years","85-89",634,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Male","M","90-94 years","90-94",294,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Male","M","95-99 years","95-99",104,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Male","M","100+ years","100+",21,Not Applicable,Not Applicable
,"2008","2008","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Female","F","< 1 year","1",284,74633,380.5
,"2008","2008","White","2106-3","Female","F","1-4 years","1-4",48,291837,16.4
,"2008","2008","White","2106-3","Female","F","5-9 years","5-9",31,358906,8.6
,"2008","2008","White","2106-3","Female","F","10-14 years","10-14",39,405224,9.6
,"2008","2008","White","2106-3","Female","F","15-19 years","15-19",112,460223,24.3
,"2008","2008","White","2106-3","Female","F","20-24 years","20-24",165,465051,35.5
,"2008","2008","White","2106-3","Female","F","25-29 years","25-29",222,484571,45.8
,"2008","2008","White","2106-3","Female","F","30-34 years","30-34",261,420432,62.1
,"2008","2008","White","2106-3","Female","F","35-39 years","35-39",451,491896,91.7
,"2008","2008","White","2106-3","Female","F","40-44 years","40-44",818,545680,149.9
,"2008","2008","White","2106-3","Female","F","45-49 years","45-49",1479,640985,230.7
,"2008","2008","White","2106-3","Female","F","50-54 years","50-54",2290,647407,353.7
,"2008","2008","White","2106-3","Female","F","55-59 years","55-59",2984,593024,503.2
,"2008","2008","White","2106-3","Female","F","60-64 years ","60-64",3894,507036,768.0
,"2008","2008","White","2106-3","Female","F","65-69 years","65-69",4635,380587,1217.9
,"2008","2008","White","2106-3","Female","F","70-74 years","70-74",5819,299416,1943.4
,"2008","2008","White","2106-3","Female","F","75-79 years","75-79",8355,266722,3132.5
,"2008","2008","White","2106-3","Female","F","80-84 years","80-84",13295,246271,5398.5
,"2008","2008","White","2106-3","Female","F","85-89 years","85-89",15946,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Female","F","90-94 years","90-94",12396,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Female","F","95-99 years","95-99",5785,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Female","F","100+ years","100+",1313,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Male","M","< 1 year","1",364,78336,464.7
,"2008","2008","White","2106-3","Male","M","1-4 years","1-4",75,307555,24.4
,"2008","2008","White","2106-3","Male","M","5-9 years","5-9",36,378921,9.5
,"2008","2008","White","2106-3","Male","M","10-14 years","10-14",50,427225,11.7
,"2008","2008","White","2106-3","Male","M","15-19 years","15-19",278,493734,56.3
,"2008","2008","White","2106-3","Male","M","20-24 years","20-24",599,503998,118.8
,"2008","2008","White","2106-3","Male","M","25-29 years","25-29",543,506778,107.1
,"2008","2008","White","2106-3","Male","M","30-34 years","30-34",548,452424,121.1
,"2008","2008","White","2106-3","Male","M","35-39 years","35-39",827,517603,159.8
,"2008","2008","White","2106-3","Male","M","40-44 years","40-44",1383,567220,243.8
,"2008","2008","White","2106-3","Male","M","45-49 years","45-49",2499,660725,378.2
,"2008","2008","White","2106-3","Male","M","50-54 years","50-54",3860,655301,589.0
,"2008","2008","White","2106-3","Male","M","55-59 years","55-59",5052,583062,866.5
,"2008","2008","White","2106-3","Male","M","60-64 years ","60-64",5944,489372,1214.6
,"2008","2008","White","2106-3","Male","M","65-69 years","65-69",6200,349348,1774.7
,"2008","2008","White","2106-3","Male","M","70-74 years","70-74",6863,260955,2630.0
,"2008","2008","White","2106-3","Male","M","75-79 years","75-79",9384,217222,4320.0
,"2008","2008","White","2106-3","Male","M","80-84 years","80-84",11944,165602,7212.5
,"2008","2008","White","2106-3","Male","M","85-89 years","85-89",12049,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Male","M","90-94 years","90-94",6958,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Male","M","95-99 years","95-99",2056,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Male","M","100+ years","100+",237,Not Applicable,Not Applicable
,"2008","2008","White","2106-3","Male","M","Not Stated","NS",16,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Female","F","< 1 year","1",134,15481,865.6
,"2009","2009","Black or African American","2054-5","Female","F","1-4 years","1-4",20,62545,32.0
,"2009","2009","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,77316,Suppressed
,"2009","2009","Black or African American","2054-5","Female","F","10-14 years","10-14",18,89153,Unreliable
,"2009","2009","Black or African American","2054-5","Female","F","15-19 years","15-19",36,102253,35.2
,"2009","2009","Black or African American","2054-5","Female","F","20-24 years","20-24",66,90292,73.1
,"2009","2009","Black or African American","2054-5","Female","F","25-29 years","25-29",68,81882,83.0
,"2009","2009","Black or African American","2054-5","Female","F","30-34 years","30-34",87,75228,115.6
,"2009","2009","Black or African American","2054-5","Female","F","35-39 years","35-39",110,79094,139.1
,"2009","2009","Black or African American","2054-5","Female","F","40-44 years","40-44",232,84971,273.0
,"2009","2009","Black or African American","2054-5","Female","F","45-49 years","45-49",396,93358,424.2
,"2009","2009","Black or African American","2054-5","Female","F","50-54 years","50-54",546,85885,635.7
,"2009","2009","Black or African American","2054-5","Female","F","55-59 years","55-59",629,70509,892.1
,"2009","2009","Black or African American","2054-5","Female","F","60-64 years ","60-64",718,54284,1322.7
,"2009","2009","Black or African American","2054-5","Female","F","65-69 years","65-69",730,40881,1785.7
,"2009","2009","Black or African American","2054-5","Female","F","70-74 years","70-74",770,31625,2434.8
,"2009","2009","Black or African American","2054-5","Female","F","75-79 years","75-79",855,23391,3655.3
,"2009","2009","Black or African American","2054-5","Female","F","80-84 years","80-84",1020,16744,6091.7
,"2009","2009","Black or African American","2054-5","Female","F","85-89 years","85-89",1035,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Female","F","90-94 years","90-94",718,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Female","F","95-99 years","95-99",335,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Female","F","100+ years","100+",108,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Male","M","< 1 year","1",202,15844,1274.9
,"2009","2009","Black or African American","2054-5","Male","M","1-4 years","1-4",37,65114,56.8
,"2009","2009","Black or African American","2054-5","Male","M","5-9 years","5-9",12,80462,Unreliable
,"2009","2009","Black or African American","2054-5","Male","M","10-14 years","10-14",19,93528,Unreliable
,"2009","2009","Black or African American","2054-5","Male","M","15-19 years","15-19",129,108147,119.3
,"2009","2009","Black or African American","2054-5","Male","M","20-24 years","20-24",200,95816,208.7
,"2009","2009","Black or African American","2054-5","Male","M","25-29 years","25-29",192,83768,229.2
,"2009","2009","Black or African American","2054-5","Male","M","30-34 years","30-34",180,75986,236.9
,"2009","2009","Black or African American","2054-5","Male","M","35-39 years","35-39",197,78762,250.1
,"2009","2009","Black or African American","2054-5","Male","M","40-44 years","40-44",302,84583,357.0
,"2009","2009","Black or African American","2054-5","Male","M","45-49 years","45-49",500,92143,542.6
,"2009","2009","Black or African American","2054-5","Male","M","50-54 years","50-54",763,83936,909.0
,"2009","2009","Black or African American","2054-5","Male","M","55-59 years","55-59",933,65456,1425.4
,"2009","2009","Black or African American","2054-5","Male","M","60-64 years ","60-64",949,47024,2018.1
,"2009","2009","Black or African American","2054-5","Male","M","65-69 years","65-69",928,33060,2807.0
,"2009","2009","Black or African American","2054-5","Male","M","70-74 years","70-74",921,25707,3582.7
,"2009","2009","Black or African American","2054-5","Male","M","75-79 years","75-79",922,16721,5514.0
,"2009","2009","Black or African American","2054-5","Male","M","80-84 years","80-84",816,9752,8367.5
,"2009","2009","Black or African American","2054-5","Male","M","85-89 years","85-89",635,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Male","M","90-94 years","90-94",330,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Male","M","95-99 years","95-99",118,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Male","M","100+ years","100+",20,Not Applicable,Not Applicable
,"2009","2009","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Female","F","< 1 year","1",251,68644,365.7
,"2009","2009","White","2106-3","Female","F","1-4 years","1-4",56,286549,19.5
,"2009","2009","White","2106-3","Female","F","5-9 years","5-9",33,358768,9.2
,"2009","2009","White","2106-3","Female","F","10-14 years","10-14",39,392747,9.9
,"2009","2009","White","2106-3","Female","F","15-19 years","15-19",120,447543,26.8
,"2009","2009","White","2106-3","Female","F","20-24 years","20-24",171,465433,36.7
,"2009","2009","White","2106-3","Female","F","25-29 years","25-29",213,483863,44.0
,"2009","2009","White","2106-3","Female","F","30-34 years","30-34",277,429780,64.5
,"2009","2009","White","2106-3","Female","F","35-39 years","35-39",466,467490,99.7
,"2009","2009","White","2106-3","Female","F","40-44 years","40-44",858,522794,164.1
,"2009","2009","White","2106-3","Female","F","45-49 years","45-49",1591,629901,252.6
,"2009","2009","White","2106-3","Female","F","50-54 years","50-54",2433,645285,377.0
,"2009","2009","White","2106-3","Female","F","55-59 years","55-59",2985,601160,496.5
,"2009","2009","White","2106-3","Female","F","60-64 years ","60-64",3829,530225,722.1
,"2009","2009","White","2106-3","Female","F","65-69 years","65-69",4495,396014,1135.1
,"2009","2009","White","2106-3","Female","F","70-74 years","70-74",5678,305109,1861.0
,"2009","2009","White","2106-3","Female","F","75-79 years","75-79",7947,262259,3030.2
,"2009","2009","White","2106-3","Female","F","80-84 years","80-84",12288,238725,5147.3
,"2009","2009","White","2106-3","Female","F","85-89 years","85-89",16019,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Female","F","90-94 years","90-94",11842,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Female","F","95-99 years","95-99",5689,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Female","F","100+ years","100+",1293,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2009","2009","White","2106-3","Male","M","< 1 year","1",395,72436,545.3
,"2009","2009","White","2106-3","Male","M","1-4 years","1-4",73,301651,24.2
,"2009","2009","White","2106-3","Male","M","5-9 years","5-9",45,378219,11.9
,"2009","2009","White","2106-3","Male","M","10-14 years","10-14",59,414522,14.2
,"2009","2009","White","2106-3","Male","M","15-19 years","15-19",286,481070,59.5
,"2009","2009","White","2106-3","Male","M","20-24 years","20-24",525,504641,104.0
,"2009","2009","White","2106-3","Male","M","25-29 years","25-29",539,512689,105.1
,"2009","2009","White","2106-3","Male","M","30-34 years","30-34",609,460693,132.2
,"2009","2009","White","2106-3","Male","M","35-39 years","35-39",775,494733,156.7
,"2009","2009","White","2106-3","Male","M","40-44 years","40-44",1378,543732,253.4
,"2009","2009","White","2106-3","Male","M","45-49 years","45-49",2494,648619,384.5
,"2009","2009","White","2106-3","Male","M","50-54 years","50-54",3846,654995,587.2
